"","NNID","DATUM","OBA","OBA_WERT","NAME","SPRACHE","GENUS","NAME2","SPRACHE2","GENUS2","ZUSATZ","AGS","RS","HOEHE","HOEHE_GER","EWZ","EWZ_GER","GEWK","GEMTEIL","VIRTUELL","GEMEINDE","VERWGEM","KREIS","REGBEZIRK","BUNDESLAND","STAAT","GEOLA","GEOBR","GKRE","GKHO","UTMRE","UTMHO","BOX_GEO","BOX_GK","BOX_UTM"
"95","DEBKGGND00002ECR","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Ziesar","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",12.2866666666667,52.2627777777778,37244388009276496,57972281141048400,7242766868759780,57953467598260400,"POLYGON ((12.2790089586219 52.2584170162775,12.2796718180077 52.2673928357763,12.2943016182727 52.266985145064,12.2936358150476 52.2580094566653,12.2790089586219 52.2584170162775))","POLYGON ((3723938.60545884 5796727.9088385,3723938.5957714 5797728.30948115,3724938.99640106 5797728.31924194,3724939.00609209 5796727.91859587,3723938.60545884 5796727.9088385))","POLYGON ((723776.686875979 5794846.75982604,723776.686875979 5795846.75982604,724776.686875979 5795846.75982604,724776.686875979 5794846.75982604,723776.686875979 5794846.75982604))"
"96","DEBKGGND00002ECU","01.12.2016","AX_Gebaeude","Burg, Festung","Schloss Oefte","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",6.96333333333333,51.365,33582286197110400,56942260840959504,3582107791979890,56923898301198000,"POLYGON ((6.95624042989059 51.3604294182017,6.95584024017758 51.3694156275006,6.97019675330821 51.3696653065314,6.97059413713479 51.3606790174659,6.95624042989059 51.3604294182017))","POLYGON ((3357728.42695118 5693725.88272568,3357728.41948933 5694726.27512921,3358728.81254142 5694726.28533687,3358728.81985464 5693725.89297041,3357728.42695118 5693725.88272568))","POLYGON ((357710.779197989 5691889.8301198,357710.779197989 5692889.8301198,358710.779197989 5692889.8301198,358710.779197989 5691889.8301198,357710.779197989 5691889.8301198))"
"97","DEBKGGND00002ED8","01.12.2016","AX_Gebaeude","Burg, Festung","Gräfliches Schloss Erbach","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",8.9925,49.6569444444444,34995413389832200,55022602819327400,4994663666945600,55004989242434208,"POLYGON ((8.98568023196015 49.6525323615821,8.98567759245716 49.6615269499329,8.99953396440215 49.6615278347205,8.99953405028871 49.6525332460901,8.98568023196015 49.6525323615821))","POLYGON ((3499041.1443201 5501760.07943004,3499041.13784197 5502760.47750278,3500041.5335242 5502760.48426306,3500041.54000225 5501760.08613085,3499041.1443201 5501760.07943004))","POLYGON ((498966.366694559 5499998.92424342,498966.366694559 5500998.92424342,499966.366694559 5500998.92424342,499966.366694559 5499998.92424342,498966.366694559 5499998.92424342))"
"98","DEBKGGND00002EDL","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Sternberg","deutsch",NA,NA,NA,NA,NA,"05766028","057660028028",332,NA,0,NA,NA,"Ja","Nein","Extertal","Extertal","Lippe","Detmold","Nordrhein-Westfalen","DE",9.04833333333333,52.0536111111111,35033873690330000,57688610787153800,5033131006397420,57669935790124600,"POLYGON ((9.04102194891586 52.0490416289229,9.04103018386065 52.0580325029766,9.05561557234975 52.0580265228931,9.05560441005426 52.049035650762,9.04102194891586 52.0490416289229))","POLYGON ((3502887.17785649 5768360.87174168,3502887.16335749 5769361.26917561,3503887.56022229 5769361.28554393,3503887.57469547 5768360.88818198,3502887.17785649 5768360.87174168))","POLYGON ((502813.100639742 5766493.57901246,502813.100639742 5767493.57901246,503813.100639742 5767493.57901246,503813.100639742 5766493.57901246,502813.100639742 5766493.57901246))"
"99","DEBKGGND00002EDN","01.12.2016","AX_Gebaeude","Burg, Festung","Haus Martfeld","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",7.30833333333333,51.2916666666667,33820674217002400,56854458700611600,3820401204762750,56836128429078400,"POLYGON ((7.30125070921396 51.2870111710691,7.30091892569596 51.2959992638528,7.31525533530008 51.2962064502819,7.31558432255486 51.2872182913318,7.30125070921396 51.2870111710691))","POLYGON ((3381567.2275247 5684945.66857012,3381567.21949245 5685946.06151674,3382567.61589754 5685946.07137949,3382567.62388026 5684945.67855773,3381567.2275247 5684945.66857012))","POLYGON ((381540.120476276 5683112.84290783,381540.120476276 5684112.84290783,382540.120476276 5684112.84290783,382540.120476276 5683112.84290783,381540.120476276 5683112.84290783))"
"100","DEBKGGND00002EDU","01.12.2016","AX_Gebaeude","Burg, Festung","Yburg","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",8.20027777777778,48.7305555555556,34412416885048800,53995332051992096,4411897283061410,53978128383925000,"POLYGON ((8.19352448999932 48.7260169626474,8.1933806144798 48.7350121093655,8.20697923738726 48.7351065008,8.20712068796504 48.726111324393,8.19352448999932 48.7260169626474))","POLYGON ((3440741.49059943 5399033.00671146,3440741.48896767 5400033.40431568,3441741.8864371 5400033.40357916,3441741.88801244 5399033.00596344,3440741.49059943 5399033.00671146))","POLYGON ((440689.728306141 5397312.8383925,440689.728306141 5398312.8383925,441689.728306141 5398312.8383925,441689.728306141 5397312.8383925,440689.728306141 5397312.8383925))"
"101","DEBKGGND00002EDZ","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Frauenstein","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",13.5391666666667,50.8038888888889,38199895570256896,56396743571540096,8197867922552940,56378556309275600,"POLYGON ((13.531694635891 50.7997927153238,13.5325637071005 50.808757369722,13.5467119706965 50.8082057200104,13.5458402094802 50.7992412406759,13.531694635891 50.7997927153238))","POLYGON ((3819489.3605052 5639174.14836751,3819489.34872167 5640174.55368173,3820489.7535484 5640174.56553631,3820489.76533152 5639174.16021138,3819489.3605052 5639174.14836751))","POLYGON ((819286.792255294 5637355.63092757,819286.792255294 5638355.63092757,820286.792255294 5638355.63092757,820286.792255294 5637355.63092757,819286.792255294 5637355.63092757))"
"102","DEBKGGND00002EE7","01.12.2016","AX_Gebaeude","Burg, Festung","Festung Senftenberg","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",14.0069444444444,51.5163888888889,38475290682915104,57210012706725296,8473168782865451,57191492544279096,"POLYGON ((13.9992160264133 51.5122604032495,14.0001992166818 51.5212178586563,14.014557326793 51.5206034624733,14.0135713421289 51.5116462029602,13.9992160264133 51.5122604032495))","POLYGON ((3847028.87267956 5720501.0647849,3847028.86271977 5721501.46596604,3848029.26387143 5721501.47579183,3848029.27383384 5720501.07460608,3847028.87267956 5720501.0647849))","POLYGON ((846816.878286545 5718649.25442791,846816.878286545 5719649.25442791,847816.878286545 5719649.25442791,847816.878286545 5718649.25442791,846816.878286545 5718649.25442791))"
"103","DEBKGGND00002EEA","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Krautheim","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",9.63527777777778,49.3869444444444,35462023369809200,54724215862582296,5461087364259370,54706720175864496,"POLYGON ((9.62838813097947 49.3825383093259,9.62850285842013 49.3915327781926,9.64228227486457 49.391457050679,9.64216503253446 49.382462605708,9.62838813097947 49.3825383093259))","POLYGON ((3545702.14147785 5471921.38563854,3545702.13690847 5472921.7855101,3546702.53239734 5472921.78670059,3546702.53714155 5471921.38695743,3545702.14147785 5471921.38563854))","POLYGON ((545608.736425937 5470172.01758646,545608.736425937 5471172.01758646,546608.736425937 5471172.01758646,546608.736425937 5470172.01758646,545608.736425937 5470172.01758646))"
"104","DEBKGGND00002EEJ","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Montclair","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",6.5575,49.4958333333333,33231472386921200,54871989546079800,3231420964975460,54854442874201200,"POLYGON ((6.55088550664968 49.4911907879751,6.55043677182515 49.5001774011502,6.56423500737628 49.5004689093437,6.56468122061534 49.4914822042081,6.55088550664968 49.4911907879751))","POLYGON ((3322647.04369197 5486698.75490113,3322647.03803188 5487699.15016654,3323647.43351321 5487699.15447574,3323647.43917162 5486698.75913045,3322647.04369197 5486698.75490113))","POLYGON ((322642.096497546 5484944.28742011,322642.096497546 5485944.28742011,323642.096497546 5485944.28742011,323642.096497546 5484944.28742011,322642.096497546 5484944.28742011))"
"105","DEBKGGND00002EET","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Beverungen","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",9.375,51.6636111111111,35260253727924600,57255521350075200,5259414881032780,57237015860415104,"POLYGON ((9.36780844296267 51.6592266691082,9.36788125264881 51.6682179591994,9.38234080752609 51.6681717827894,9.3822651362254 51.6591805074949,9.36780844296267 51.6592266691082))","POLYGON ((3525525.18086253 5725051.92505212,3525525.16691808 5726052.33512438,3526525.56471357 5726052.34511903,3526525.57867745 5725051.93451389,3525525.18086253 5725051.92505212))","POLYGON ((525441.488103278 5723201.5860415,525441.488103278 5724201.5860415,526441.488103278 5724201.5860415,526441.488103278 5723201.5860415,525441.488103278 5723201.5860415))"
"106","DEBKGGND00002EEU","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Gleichen","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",10.8388888888889,50.8802777777778,36294859045686096,56399526507102208,6293601072947480,56381355701502704,"POLYGON ((10.8315956717644 50.8760153784712,10.831948189119 50.8850034635021,10.8461568986695 50.8847795497126,10.8458016509376 50.8757915359657,10.8315956717644 50.8760153784712))","POLYGON ((3628985.71035853 5639452.44486998,3628985.69921327 5640452.84543902,3629986.09884096 5640452.85645227,3629986.10991438 5639452.45586659,3628985.71035853 5639452.44486998))","POLYGON ((628860.107294749 5637635.57015027,628860.107294749 5638635.57015027,629860.107294749 5638635.57015027,629860.107294749 5637635.57015027,628860.107294749 5637635.57015027))"
"107","DEBKGGND00002EEW","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Sparrenberg","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",8.52694444444444,52.015,34675920297312496,57646778046721096,4675318842787320,57628124943783008,"POLYGON ((8.51965554892777 52.0104777438487,8.51955925689867 52.0194683630704,8.53413161834952 52.0195268862076,8.53422498998379 52.0105362481775,8.51965554892777 52.0104777438487))","POLYGON ((3467091.83949238 5764177.59799452,3467091.82391926 5765177.99652683,3468092.21997635 5765178.01120826,3468092.23553599 5764177.61274018,3467091.83949238 5764177.59799452))","POLYGON ((467031.884278732 5762312.4943783,467031.884278732 5763312.4943783,468031.884278732 5763312.4943783,468031.884278732 5762312.4943783,467031.884278732 5762312.4943783))"
"108","DEBKGGND00002EF9","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Vischering","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",7.44305555555556,51.7761111111111,33926182899305200,57391326635467696,3925873278737240,57372784974394496,"POLYGON ((7.43599309565261 51.7714738009471,7.43568228046665 51.7804617501687,7.45017267751247 51.780653697754,7.45048061641474 51.7716656869895,7.43599309565261 51.7714738009471))","POLYGON ((3392118.0990465 5738632.46326468,3392118.086851 5739632.85435697,3393118.48084593 5739632.86372333,3393118.49297447 5738632.47262293,3392118.0990465 5738632.46326468))","POLYGON ((392087.327873724 5736778.49743946,392087.327873724 5737778.49743946,393087.327873724 5737778.49743946,393087.327873724 5736778.49743946,392087.327873724 5736778.49743946))"
"109","DEBKGGND00002EFO","01.12.2016","AX_Gebaeude","Burg, Festung","Dahner Burgen","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",7.80194444444444,49.15,34126754884276000,54465692644109200,4126348766656130,54448303614367696,"POLYGON ((7.79518730437712 49.145509323026,7.79496917823763 49.1545027130756,7.80868060280419 49.1546450052324,7.80889624843746 49.1456515703444,7.79518730437712 49.145509323026))","POLYGON ((3412175.29175031 5446069.06441406,3412175.28983783 5447069.461418,3413175.68505728 5447069.46431743,3413175.68706035 5446069.06726762,3412175.29175031 5446069.06441406))","POLYGON ((412134.876665613 5444330.36143677,412134.876665613 5445330.36143677,413134.876665613 5445330.36143677,413134.876665613 5444330.36143677,412134.876665613 5444330.36143677))"
"110","DEBKGGND00002EFP","01.12.2016","AX_Gebaeude","Burg, Festung","Runneburg","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",11.0625,51.2,36442316502066304,56759312818820704,6441003438387680,56740995803050496,"POLYGON ((11.0552285413996 51.1957385688764,11.0556286161279 51.2047249678456,11.0699335624362 51.204472703417,11.06953070845 51.1954863849366,11.0552285413996 51.1957385688764))","POLYGON ((3643731.45492147 5675431.07532168,3643731.44402302 5676431.47725946,3644731.84555205 5676431.48862418,3644731.85644782 5675431.08670596,3643731.45492147 5675431.07532168))","POLYGON ((643600.343838769 5673599.58030505,643600.343838769 5674599.58030505,644600.343838769 5674599.58030505,644600.343838769 5673599.58030505,643600.343838769 5673599.58030505))"
"111","DEBKGGND00002EFQ","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Landsberg","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",12.1638888888889,51.5255555555556,37196243679399696,57148684858695000,7194629937865411,57130204637386096,"POLYGON ((12.1563373601075 51.5212899642512,12.1569587871363 51.5302679956313,12.1713528546728 51.5298794145587,12.1707286058181 51.5209015073678,12.1563373601075 51.5212899642512))","POLYGON ((3719124.17090332 5714368.27911784,3719124.15957804 5715368.68255179,3720124.5650897 5715368.69237835,3720124.57640597 5714368.28896558,3719124.17090332 5714368.27911784))","POLYGON ((718962.99378654 5712520.46373861,718962.99378654 5713520.46373861,719962.99378654 5713520.46373861,719962.99378654 5712520.46373861,718962.99378654 5712520.46373861))"
"112","DEBKGGND00002EFS","01.12.2016","AX_Gebaeude","Burg, Festung","Festung Dömitz","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",11.2458333333333,53.1422222222222,36503369721331600,58923770708240496,6502054286469700,58904583477997504,"POLYGON ((11.2380340680728 53.1379682079386,11.2385012467237 53.1469505574187,11.2534413429297 53.1466686691774,11.2529710526678 53.1376864111899,11.2380340680728 53.1379682079386))","POLYGON ((3649836.77685281 5891876.86593511,3649836.76730724 5892877.26606015,3650837.16741474 5892877.27560631,3650837.17696423 5891876.87547843,3649836.77685281 5891876.86593511))","POLYGON ((649705.428646967 5889958.34779975,649705.428646967 5890958.34779975,650705.428646967 5890958.34779975,650705.428646967 5889958.34779975,649705.428646967 5889958.34779975))"
"113","DEBKGGND00002EG7","01.12.2016","AX_Gebaeude","Burg, Festung","Haus Kemnade","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",7.25027777777778,51.4086111111111,33783277037828496,56985691686444496,3783019771702160,56967310359950096,"POLYGON ((7.24316754625283 51.404124387467,7.24282298324773 51.4131120244111,7.25719555505878 51.4133266669254,7.25753730325227 51.4043389613732,7.24316754625283 51.404124387467))","POLYGON ((3377827.50926451 5698068.96816489,3377827.50297115 5699069.35964084,3378827.89825205 5699069.36900826,3378827.90463709 5698068.97754353,3377827.50926451 5698068.96816489))","POLYGON ((377801.977170216 5696231.03599502,377801.977170216 5697231.03599502,378801.977170216 5697231.03599502,378801.977170216 5696231.03599502,377801.977170216 5696231.03599502))"
"114","DEBKGGND00002EGG","01.12.2016","AX_Gebaeude","Burg, Festung","Ebernburg","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",7.83805555555556,49.8075,34164356207566296,55196554266263600,4163938185458550,55178875490909200,"POLYGON ((7.83118664506315 49.8030407056093,7.83097006878099 49.8120331853533,7.84486651966076 49.8121725359667,7.84508052286845 49.8031800121544,7.83118664506315 49.8030407056093))","POLYGON ((3415935.42427492 5519155.22699824,3415935.4205547 5520155.62276058,3416935.81731192 5520155.62586576,3416935.82104592 5519155.23016308,3415935.42427492 5519155.22699824))","POLYGON ((415893.818545855 5517387.54909093,415893.818545855 5518387.54909093,416893.818545855 5518387.54909093,416893.818545855 5517387.54909093,415893.818545855 5517387.54909093))"
"115","DEBKGGND00002EGP","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Münzenberg","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",8.77694444444444,50.4508333333333,34842246170327700,55905939675066000,4841563168271880,55887975989393000,"POLYGON ((8.76981106755645 50.4464617985555,8.76976742837357 50.4554550776651,8.78385426360883 50.4554820922434,8.78389523277011 50.4464888045546,8.76981106755645 50.4464617985555))","POLYGON ((3483724.42170319 5590093.76525553,3483724.41463403 5591094.16236213,3484724.81235538 5591094.16965169,3484724.81943714 5590093.77253409,3483724.42170319 5590093.76525553))","POLYGON ((483656.316827188 5588297.59893929,483656.316827188 5589297.59893929,484656.316827188 5589297.59893929,484656.316827188 5588297.59893929,483656.316827188 5588297.59893929))"
"116","DEBKGGND00002EGS","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Rothenfels","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",9.58861111111111,49.8925,35423667561310800,55286149302516496,5422749364843990,55268428034881296,"POLYGON ((9.58155481875361 49.8880225563905,9.5816629083673 49.8970163135924,9.59558585150107 49.8969456381121,9.59547517497442 49.8879519032751,9.58155481875361 49.8880225563905))","POLYGON ((3541866.5596806 5528114.72600841,3541866.55291303 5529115.12922981,3542866.9526972 5529115.13431239,3542866.95923472 5528114.73123137,3541866.5596806 5528114.72600841))","POLYGON ((541774.936484399 5526342.80348813,541774.936484399 5527342.80348813,542774.936484399 5527342.80348813,542774.936484399 5526342.80348813,541774.936484399 5526342.80348813))"
"117","DEBKGGND00002EH3","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Wildenberg","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",9.19583333333333,49.5961111111111,35142312873995600,54955120772696400,5141504914963960,54937533435982400,"POLYGON ((9.18887620978351 49.5917050586532,9.18891094978356 49.6006996933543,9.20274999328053 49.6006762813527,9.20271270837442 49.5916816540481,9.18887620978351 49.5917050586532))","POLYGON ((3513731.0899285 5495011.87557929,3513731.08672634 5496012.27561106,3514731.4840933 5496012.278605,3514731.48737522 5495011.87855287,3513731.0899285 5495011.87557929))","POLYGON ((513650.491496395 5493253.34359823,513650.491496395 5494253.34359823,514650.491496395 5494253.34359823,514650.491496395 5493253.34359823,513650.491496395 5493253.34359823))"
"118","DEBKGGND00002EHP","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Monschau","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",6.24,50.5530555555556,33044919523294096,56055683641595600,3044946282193310,56037671991827296,"POLYGON ((6.23325144139134 50.5484403225619,6.23272522159088 50.5574230192494,6.24682618250994 50.5577574709557,6.24734972917711 50.5487746681055,6.23325144139134 50.5484403225619))","POLYGON ((3303991.75741337 5605068.16441786,3303991.75190148 5606068.556709,3304992.14730214 5606068.56380323,3304992.15268849 5605068.17147478,3303991.75741337 5605068.16441786))","POLYGON ((303994.628219331 5603267.19918273,303994.628219331 5604267.19918273,304994.628219331 5604267.19918273,304994.628219331 5603267.19918273,303994.628219331 5603267.19918273))"
"119","DEBKGGND00002EHS","01.12.2016","AX_Gebaeude","Burg, Festung","Ruine Limburg","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",9.74722222222222,49.1058333333333,35546334834097400,54412310759571696,5545363745014410,54394939466978304,"POLYGON ((9.74028904529354 49.1014183271337,9.74042286960192 49.1104130258413,9.75412394122112 49.1103243362009,9.75398764114256 49.1013296654384,9.74028904529354 49.1014183271337))","POLYGON ((3554133.28548426 5440730.87448312,3554133.28166886 5441731.27516571,3555133.68133878 5441731.27733062,3555133.68514853 5440730.87662297,3554133.28548426 5440730.87448312))","POLYGON ((554036.374501441 5438993.94669783,554036.374501441 5439993.94669783,555036.374501441 5439993.94669783,555036.374501441 5438993.94669783,554036.374501441 5438993.94669783))"
"120","DEBKGGND00002EHU","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Satzvey","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",6.70666666666667,50.6197222222222,33377876916413000,56118636567191200,3377772821761130,56100599005453696,"POLYGON ((6.69986077186931 50.6151973059586,6.69942220722489 50.6241831406558,6.71354819837362 50.6244613380392,6.71398407588293 50.6154754149637,6.69986077186931 50.6151973059586))","POLYGON ((3337287.49858966 5611363.45901607,3337287.49306604 5612363.84996748,3338287.88472343 5612363.85444041,3338287.89017769 5611363.46322711,3337287.49858966 5611363.45901607))","POLYGON ((337277.282176113 5609559.90054537,337277.282176113 5610559.90054537,338277.282176113 5610559.90054537,338277.282176113 5609559.90054537,337277.282176113 5609559.90054537))"
"121","DEBKGGND00002EHX","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Prunn","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",11.7413888888889,48.9511111111111,37008527611516600,54273740490102400,7006968607822050,54256418844493408,"POLYGON ((11.7343079564306 48.9467683305147,11.734799389816 48.9557537670965,11.7484435322839 48.955429247399,11.7479496546026 48.9464439128848,11.7343079564306 48.9467683305147))","POLYGON ((3700352.56127554 5426873.84437442,3700352.5551244 5427874.24763501,3701352.96099986 5427874.25354484,3701352.96721794 5426873.8502507,3700352.56127554 5426873.84437442))","POLYGON ((700196.860782202 5425141.88444933,700196.860782202 5426141.88444933,701196.860782202 5426141.88444933,701196.860782202 5425141.88444933,700196.860782202 5425141.88444933))"
"122","DEBKGGND00002EIK","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Trendelburg","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",9.42333333333333,51.5738888888889,35294288153315296,57155851716445200,5293434496073331,57137386861457096,"POLYGON ((9.41616934731681 51.56948279948,9.41625146584891 51.5784741758149,9.43068243800638 51.5784221106848,9.43059747272756 51.5694307510213,9.41616934731681 51.56948279948))","POLYGON ((3528928.62126048 5715084.96403991,3528928.61156391 5716085.37281394,3529929.00942125 5716085.37907857,3529929.01908179 5715084.97042489,3528928.62126048 5715084.96403991))","POLYGON ((528843.449607333 5713238.68614571,528843.449607333 5714238.68614571,529843.449607333 5714238.68614571,529843.449607333 5713238.68614571,528843.449607333 5713238.68614571))"
"123","DEBKGGND00002EIM","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Balduinseck","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",7.36361111111111,50.0761111111111,33829382291585900,55501693570197400,3829098017485880,55483896071349104,"POLYGON ((7.35673325569547 50.0716428717817,7.35642587867737 50.0806331030021,7.37039699853883 50.0808301065873,7.37070176554401 50.0718398129787,7.35673325569547 50.0716428717817))","POLYGON ((3382438.03574642 5549669.15993011,3382438.02728275 5550669.55091064,3383438.42270728 5550669.5540453,3383438.43089351 5549669.162969,3382438.03574642 5549669.15993011))","POLYGON ((382409.801748588 5547889.6071349,382409.801748588 5548889.6071349,383409.801748588 5548889.6071349,383409.801748588 5547889.6071349,382409.801748588 5547889.6071349))"
"124","DEBKGGND00002EIO","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Greifenstein","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",10.1119444444444,51.2294444444444,35777519465435800,56777676789182800,5776472058411860,56759360115867400,"POLYGON ((10.1048079302467 51.2250888768061,10.1050232524348 51.2340793483067,10.1193439073092 51.2339432594309,10.1191257960433 51.2249528313813,10.1048079302467 51.2250888768061))","POLYGON ((3577251.75972235 5677267.47584769,3577251.74169265 5678267.87477768,3578252.13334628 5678267.88202023,3578252.15141857 5677267.48280539,3577251.75972235 5677267.47584769))","POLYGON ((577147.205841184 5675436.01158675,577147.205841184 5676436.01158675,578147.205841184 5676436.01158675,578147.205841184 5675436.01158675,577147.205841184 5675436.01158675))"
"125","DEBKGGND00002EIP","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Polle","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",9.4075,51.8975,35281145207405100,57515898633703096,5280301822464040,57497288362727000,"POLYGON ((9.40006803064566 51.8931414303472,9.40014789318855 51.9021323266754,9.41468236910639 51.902082014218,9.41459960593452 51.8930911340432,9.40006803064566 51.8931414303472))","POLYGON ((3527614.32923182 5751089.6573152,3527614.31480035 5752090.05459559,3528614.71214596 5752090.06926437,3528614.72654941 5751089.67197362,3527614.32923182 5751089.6573152))","POLYGON ((527530.182246403 5749228.8362727,527530.182246403 5750228.8362727,528530.182246403 5750228.8362727,528530.182246403 5749228.8362727,527530.182246403 5749228.8362727))"
"126","DEBKGGND00002EIU","01.12.2016","AX_Gebaeude","Burg, Festung","Willibaldsburg","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",11.1694444444444,48.8952777777778,36591506418073096,54198118164150200,6590115673992360,54180828177772712,"POLYGON ((11.1625103208589 48.8909062357936,11.1628982777344 48.8998956004911,11.1765330618784 48.8996389550469,11.1761426640368 48.8906496710827,11.1625103208589 48.8909062357936))","POLYGON ((3658650.445381 5419311.61337955,3658650.4367421 5420312.01402247,3659650.83879065 5420312.01955571,3659650.84744639 5419311.61869335,3658650.445381 5419311.61337955))","POLYGON ((658511.56739924 5417582.81777727,658511.56739924 5418582.81777727,659511.56739924 5418582.81777727,659511.56739924 5417582.81777727,658511.56739924 5417582.81777727))"
