"","NNID","DATUM","OBA","OBA_WERT","NAME","SPRACHE","GENUS","NAME2","SPRACHE2","GENUS2","ZUSATZ","AGS","RS","HOEHE","HOEHE_GER","EWZ","EWZ_GER","GEWK","GEMTEIL","VIRTUELL","GEMEINDE","VERWGEM","KREIS","REGBEZIRK","BUNDESLAND","STAAT","GEOLA","GEOBR","GKRE","GKHO","UTMRE","UTMHO","BOX_GEO","BOX_GK","BOX_UTM"
"1","DEBKGGND00002DSV","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Pappenheim","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",10.9702777777778,48.9330555555556,36444312071058096,54236055688043296,6442980310847580,54218751177976704,"POLYGON ((10.963244687354 48.9285895656747,10.9635973776506 48.9375799991356,10.9772441435881 48.9373467854268,10.9768890060151 48.9283564253504,10.963244687354 48.9285895656747))","POLYGON ((3643931.00841488 5423105.36769552,3643931.00473021 5424105.76783354,3644931.40562517 5424105.76977503,3644931.40965871 5423105.3696861,3643931.00841488 5423105.36769552))","POLYGON ((643798.031084758 5421375.11779767,643798.031084758 5422375.11779767,644798.031084758 5422375.11779767,644798.031084758 5421375.11779767,643798.031084758 5421375.11779767))"
"2","DEBKGGND00002DSW","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Kakesbeck","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",7.45166666666667,51.8122222222222,33932973902641200,57431273007917496,3932662144175500,57412715652244096,"POLYGON ((7.44459418984532 51.8074938314741,7.44428468403106 51.8164817621071,7.45878669060037 51.8166727420609,7.45909331407163 51.8076847501765,7.44459418984532 51.8074938314741))","POLYGON ((3392797.20115125 5742627.09991704,3392797.18561122 5743627.49186937,3393797.5792772 5743627.50164438,3393797.59501363 5742627.10951701,3392797.20115125 5742627.09991704))","POLYGON ((392766.21441755 5740771.56522441,392766.21441755 5741771.56522441,393766.21441755 5741771.56522441,393766.21441755 5740771.56522441,392766.21441755 5740771.56522441))"
"3","DEBKGGND00002DSY","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Hohenneuffen","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",9.3925,48.5558333333333,35290476565536600,53798609127829000,5289606863257020,53781484205865896,"POLYGON ((9.38566063184468 48.5512886823182,9.38572901447983 48.5602847916813,9.39928172415166 48.5602385915017,9.39921093902411 48.55124249666,9.38566063184468 48.5512886823182))","POLYGON ((3528547.45726537 5379360.71079307,3528547.45468177 5380361.11440376,3529547.85587276 5380361.11457759,3529547.85839526 5379360.71112981,3528547.45726537 5379360.71079307))","POLYGON ((528460.686325702 5377648.42058658,528460.686325702 5378648.42058658,529460.686325702 5378648.42058658,529460.686325702 5377648.42058658,528460.686325702 5377648.42058658))"
"4","DEBKGGND00002DT5","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Schwalbach","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",8.08055555555556,50.2847222222222,34345358411119500,55724918449284496,4344871224403680,55707030071605800,"POLYGON ((8.07349077710969 50.2802636467612,8.07331616927943 50.2892560795603,8.08735218867181 50.2893671266562,8.08752415270544 50.280374658634,8.07349077710969 50.2802636467612))","POLYGON ((3434035.64678601 5571991.64272739,3434035.64273846 5572992.04050487,3435036.03529027 5572992.04700336,3435036.03962916 5571991.64925384,3434035.64678601 5571991.64272739))","POLYGON ((433987.122440368 5570203.00716058,433987.122440368 5571203.00716058,434987.122440368 5571203.00716058,434987.122440368 5570203.00716058,433987.122440368 5570203.00716058))"
"5","DEBKGGND00002DTF","01.12.2016","AX_Gebaeude","Burg, Festung","Liebenburg","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",7.1525,49.5122222222222,33662863911421296,54878000622173000,3662642099575150,54860449733723696,"POLYGON ((7.14576866982299 49.507663715389,7.14542868984466 49.5166538140032,7.15923692692976 49.516874396989,7.15957437907909 49.5078842287554,7.14576866982299 49.507663715389))","POLYGON ((3365786.1970471 5487299.86190943,3365786.19050151 5488300.25750702,3366786.58522234 5488300.26243594,3366786.59179156 5487299.86679077,3365786.1970471 5487299.86190943))","POLYGON ((365764.209957515 5485544.97337237,365764.209957515 5486544.97337237,366764.209957515 5486544.97337237,366764.209957515 5485544.97337237,365764.209957515 5485544.97337237))"
"6","DEBKGGND00002DTX","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Ranis","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",11.5638888888889,50.6627777777778,36813425429921400,56172594078754400,6811957252029020,56154508538205504,"POLYGON ((11.5565654886728 50.6583401586288,11.5570536629903 50.6673242189641,11.5711896712103 50.6670130298803,11.5706988053759 50.6580290684134,11.5565654886728 50.6583401586288))","POLYGON ((3680842.34741138 5616759.20141821,3680842.33642157 5617759.60394952,3681842.7385597 5617759.61422151,3681842.74958515 5616759.21168441,3680842.34741138 5616759.20141821))","POLYGON ((680695.725202905 5614950.85382055,680695.725202905 5615950.85382055,681695.725202905 5615950.85382055,681695.725202905 5614950.85382055,680695.725202905 5614950.85382055))"
"7","DEBKGGND00002DTY","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Brandenfels","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",10.1047222222222,51.0422222222222,35775497392895800,56569109534508096,5774448309420360,56550875744298096,"POLYGON ((10.0974580809009 51.0376754223533,10.0976705457572 51.0466662057548,10.1119333710791 51.0465313714696,10.1117181468908 51.037540631058,10.0974580809009 51.0376754223533))","POLYGON ((3577049.54487318 5656410.75092857,3577049.53739095 5657411.14990234,3578049.93360195 5657411.15583597,3578049.94129497 5656410.75691458,3577049.54487318 5656410.75092857))","POLYGON ((576944.830942039 5654587.57442981,576944.830942039 5655587.57442981,577944.830942039 5655587.57442981,577944.830942039 5654587.57442981,576944.830942039 5654587.57442981))"
"8","DEBKGGND00002DTZ","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Krukenburg","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",9.46,51.6325,35319302948649400,57221147950347200,5318440137159789,57202656089277504,"POLYGON ((9.45283099601446 51.6280348095513,9.45292053597877 51.6370260520077,9.46737001138083 51.6369694321226,9.46727761508207 51.6279782078044,9.45283099601446 51.6280348095513))","POLYGON ((3531430.10294199 5721614.58435332,3531430.08888968 5722614.99756374,3532430.48677878 5722615.0058717,3532430.50085168 5721614.59212908,3531430.10294199 5721614.58435332))","POLYGON ((531344.013715979 5719765.60892776,531344.013715979 5720765.60892776,532344.013715979 5720765.60892776,532344.013715979 5719765.60892776,531344.013715979 5719765.60892776))"
"9","DEBKGGND00002DU1","01.12.2016","AX_Gebaeude","Burg, Festung","Saalburg","deutsch",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",8.56638888888889,50.2713888888889,34691716494223896,55706841811041808,4691091967667190,55688958289873696,"POLYGON ((8.559547588924 50.2668684241084,8.55946461887926 50.2758617890418,8.57349809885226 50.2759141268912,8.57357842604221 50.2669207453566,8.559547588924 50.2668684241084))","POLYGON ((3468671.45404268 5570183.9786699,3468671.44715989 5571184.37620731,3469671.8448077 5571184.3834298,3469671.85167737 5570183.98588626,3468671.45404268 5570183.9786699))","POLYGON ((468609.196766719 5568395.82898737,468609.196766719 5569395.82898737,469609.196766719 5569395.82898737,469609.196766719 5568395.82898737,468609.196766719 5568395.82898737))"
"10","DEBKGGND00002DU3","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Altwied","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",7.46583333333333,50.4833333333333,33911856329976600,55953043170948200,3911540813960760,55935067512103600,"POLYGON ((7.45885587169884 50.4788372560018,7.45856340025283 50.487827300123,7.47265492846331 50.4880130852719,7.47294472873421 50.4790229821585,7.45885587169884 50.4788372560018))","POLYGON ((3390685.43797006 5594804.11651321,3390685.43318849 5595804.50998688,3391685.82801963 5595804.51758306,3391685.83280658 5594804.12407307,3390685.43797006 5594804.11651321))","POLYGON ((390654.081396076 5593006.75121036,390654.081396076 5594006.75121036,391654.081396076 5594006.75121036,391654.081396076 5593006.75121036,390654.081396076 5593006.75121036))"
"11","DEBKGGND00002DU6","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Grenzau","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",7.65527777777778,50.4502777777778,34045620024259500,55913568770239904,4045251546223620,55895607883788000,"POLYGON ((7.64826261841349 50.4457021407477,7.64800638617776 50.4546929877543,7.66208923708645 50.4548557632405,7.66234280226558 50.445864864555,7.64826261841349 50.4457021407477))","POLYGON ((3404061.80755283 5590856.6772939,3404061.80263517 5591857.07119946,3405062.19729006 5591857.07665473,3405062.20222093 5590856.68272465,3404061.80755283 5590856.6772939))","POLYGON ((404025.154622363 5589060.7883788,404025.154622363 5590060.7883788,405025.154622363 5590060.7883788,405025.154622363 5589060.7883788,404025.154622363 5589060.7883788))"
"12","DEBKGGND00002DUB","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Pfalzgrafenstein","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",7.76555555555556,50.0827777777778,34117161977870800,55503519873608200,4116764184518400,55485720461042000,"POLYGON ((7.75857444654484 50.0782774652628,7.75834216670252 50.0872692760111,7.77231766807609 50.0874179217051,7.77254733509791 50.0784260638727,7.75857444654484 50.0782774652628))","POLYGON ((3411216.00273451 5549851.78910356,3411215.99739273 5550852.18230194,3412216.39281874 5550852.18554123,3412216.39819843 5549851.79227264,3411216.00273451 5549851.78910356))","POLYGON ((411176.41845184 5548072.04610419,411176.41845184 5549072.04610419,412176.41845184 5549072.04610419,412176.41845184 5548072.04610419,411176.41845184 5548072.04610419))"
"13","DEBKGGND00002DUD","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Neuleiningen","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",8.14194444444444,49.5419444444444,34379662877134800,54898003463011896,4379158280063610,54880442494082000,"POLYGON ((8.13500591260546 49.5372743078339,8.13484712538069 49.5462680500869,8.148669333494 49.5463705693851,8.14882558459024 49.537376794757,8.13500591260546 49.5372743078339))","POLYGON ((3437466.09104962 5489300.14654293,3437466.08597131 5490300.54390465,3438466.48442508 5490300.54593622,3438466.48940523 5489300.14859584,3437466.09104962 5489300.14654293))","POLYGON ((437415.828006361 5487544.2494082,437415.828006361 5488544.2494082,438415.828006361 5488544.2494082,438415.828006361 5487544.2494082,437415.828006361 5487544.2494082))"
"14","DEBKGGND00002DUE","01.12.2016","AX_Gebaeude","Burg, Festung","Schloss Wäscherschloss","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",9.70666666666667,48.7675,35520305645177096,54035677249781600,5519343739455040,54018457101474896,"POLYGON ((9.69989499748904 48.7629937836639,9.70002002242735 48.7719890926635,9.7136288950599 48.7719056290244,9.71350144004828 48.7629103462814,9.69989499748904 48.7629937836639))","POLYGON ((3551530.36528708 5403067.52316091,3551530.36384498 5404067.92369404,3552530.76367527 5404067.92669394,3552530.76526414 5403067.52613684,3551530.36528708 5403067.52316091))","POLYGON ((551434.373945504 5401345.71014749,551434.373945504 5402345.71014749,552434.373945504 5402345.71014749,552434.373945504 5401345.71014749,551434.373945504 5401345.71014749))"
"15","DEBKGGND00002DUG","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Dillenburg","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",8.28555555555556,50.7383333333333,34496361090919300,56227849370632496,4495817509837670,56209760542294904,"POLYGON ((8.27847093146753 50.7338423355506,8.27833274357054 50.7428345272483,8.29250463622011 50.7429213702058,8.29264011098028 50.733929150877,8.27847093146753 50.7338423355506))","POLYGON ((3449135.91535173 5622284.73325695,3449135.91083724 5623285.12795684,3450136.30272431 5623285.14081961,3450136.30744997 5622284.74599659,3449135.91535173 5622284.73325695))","POLYGON ((449081.750983767 5620476.05422949,449081.750983767 5621476.05422949,450081.750983767 5621476.05422949,450081.750983767 5620476.05422949,449081.750983767 5620476.05422949))"
"16","DEBKGGND00002DUI","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Stargard","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",13.3047222222222,53.4902777777778,37857199634745296,59373651704792296,7855345358844780,59354263136575000,"POLYGON ((13.2968110015016 53.4859389879963,13.2977187467001 53.4949023831498,13.312749836993 53.4943599940086,13.3118389409641 53.4853967751724,13.2968110015016 53.4859389879963))","POLYGON ((3785219.76078574 5936864.93886022,3785219.76446468 5937865.40116838,3786220.16703122 5937865.40508813,3786220.16160674 5936864.93618682,3785219.76078574 5936864.93886022))","POLYGON ((785034.535884477 5934926.3136575,785034.535884477 5935926.3136575,786034.535884477 5935926.3136575,786034.535884477 5934926.3136575,785034.535884477 5934926.3136575))"
"17","DEBKGGND00002DUO","01.12.2016","AX_Gebaeude","Burg, Festung","Genovevaburg","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",7.22083333333333,50.3275,33733944795194300,55783473456136800,3733698849345510,55765565539080496,"POLYGON ((7.21405914627565 50.3228834766508,7.21372210265172 50.3318726461078,7.22776571848839 50.3320875923419,7.22810011568799 50.3230983547116,7.21405914627565 50.3228834766508))","POLYGON ((3372894.28390442 5577847.14710628,3372894.28003713 5578847.53980532,3373894.67518052 5578847.5440598,3373894.67894924 5577847.15125973,3372894.28390442 5577847.14710628))","POLYGON ((372869.884934551 5576056.55390805,372869.884934551 5577056.55390805,373869.884934551 5577056.55390805,373869.884934551 5576056.55390805,372869.884934551 5576056.55390805))"
"18","DEBKGGND00002DUT","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Stolberg","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",6.23333333333333,50.7677777777778,33049130716318800,56294747872131400,3049157163734040,56276642925155200,"POLYGON ((6.22656629404938 50.7632378296175,6.22603476096733 50.7722201428237,6.24020012182221 50.7725564198017,6.24072894903106 50.7635739996956,6.22656629404938 50.7632378296175))","POLYGON ((3304412.87714498 5628974.58970531,3304412.87289363 5629974.98152008,3305413.26585997 5629974.98430437,3305413.27061733 5628974.59308945,3304412.87714498 5628974.58970531))","POLYGON ((304415.716373404 5627164.29251552,304415.716373404 5628164.29251552,305415.716373404 5628164.29251552,305415.716373404 5627164.29251552,304415.716373404 5627164.29251552))"
"19","DEBKGGND00002DUV","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Pyrmont","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",7.28722222222222,50.2377777777778,33778938830682900,55682470604344800,3778674894692730,55664602229258496,"POLYGON ((7.28048470178623 50.2330750304624,7.28016122182749 50.2420646588611,7.29417892776887 50.2422713167681,7.29449977430278 50.2332816228604,7.28048470178623 50.2330750304624))","POLYGON ((3377393.68696495 5567746.86158382,3377393.68532933 5568747.25530746,3378394.07924208 5568747.25918586,3378394.08073006 5567746.86543674,3377393.68696495 5567746.86158382))","POLYGON ((377367.489469273 5565960.22292585,377367.489469273 5566960.22292585,378367.489469273 5566960.22292585,378367.489469273 5565960.22292585,377367.489469273 5565960.22292585))"
"20","DEBKGGND00002DV8","01.12.2016","AX_Gebaeude","Burg, Festung","Kaiserpfalz Gelnhausen","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",9.19527777777778,50.2,35140208585177400,55626783876011296,5139405204313730,55608928987902400,"POLYGON ((9.1883061355145 50.1955744357958,9.18834151836927 50.2045681291225,9.20235439207001 50.2045445690957,9.20231637672337 50.195550883239,9.1883061355145 50.1955744357958))","POLYGON ((3513520.66100934 5562178.1853359,3513520.65613966 5563178.5830104,3514521.05469153 5563178.5897812,3514521.05967566 5562178.19200897,3513520.66100934 5562178.1853359))","POLYGON ((513440.520431373 5560392.89879025,513440.520431373 5561392.89879025,514440.520431373 5561392.89879025,514440.520431373 5560392.89879025,513440.520431373 5560392.89879025))"
"21","DEBKGGND00002DV9","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Montfort","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",7.76722222222222,49.7655555555556,34112690447099696,55150510189831496,4112292742964880,55132849837883000,"POLYGON ((7.76048933508236 49.7609071617216,7.76026000263879 49.7698994736473,7.77414404639291 49.7700472121321,7.77437081208247 49.7610548534982,7.76048933508236 49.7609071617216))","POLYGON ((3410768.8483211 5514550.81936415,3410768.84552724 5515551.21362572,3411769.24115082 5515551.21853228,3411769.24383578 5514550.82418566,3410768.8483211 5514550.81936415))","POLYGON ((410729.274296488 5512784.9837883,410729.274296488 5513784.9837883,411729.274296488 5513784.9837883,411729.274296488 5512784.9837883,410729.274296488 5512784.9837883))"
"22","DEBKGGND00002DVC","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Falkenstein","deutsch",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",6.19472222222222,49.9694444444444,32988338781816496,55407876857993400,2988385180340340,55390118810776304,"POLYGON ((6.1879911755787 49.9648407543511,6.18746730534422 49.9738240112127,6.20139645745364 49.9741611208199,6.201917741482 49.9651777573546,6.1879911755787 49.9648407543511))","POLYGON ((3298333.68238689 5540287.48890946,3298333.67955313 5541287.88269944,3299334.07394283 5541287.88248787,3299334.07683154 5540287.48886395,3298333.68238689 5540287.48890946))","POLYGON ((298338.518034034 5538511.88107764,298338.518034034 5539511.88107764,299338.518034034 5539511.88107764,299338.518034034 5538511.88107764,298338.518034034 5538511.88107764))"
"23","DEBKGGND00002DVS","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Giebichenstein","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",11.9544444444444,51.5033333333333,37052043235541800,57117824332019200,7050487582989800,57099357998072704,"POLYGON ((11.9470740809721 51.4989936818174,11.947653882642 51.5079734979483,11.962043740427 51.5076107085299,11.961461118347 51.4986310083474,11.9470740809721 51.4989936818174))","POLYGON ((3704704.12639417 5711282.22581997,3704704.11507495 5712282.62951594,3705704.52070818 5712282.6404348,3705704.53205874 5711282.23680085,3704704.12639417 5711282.22581997))","POLYGON ((704548.758298981 5709435.79980727,704548.758298981 5710435.79980727,705548.758298981 5710435.79980727,705548.758298981 5709435.79980727,704548.758298981 5709435.79980727))"
"24","DEBKGGND00002DW2","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Rheinstein","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",7.85527777777778,49.9933333333333,34179842510661600,55402780510686496,4179419347092840,55385020525412696,"POLYGON ((7.84829181313713 49.9886295976372,7.84807700050775 49.9976218425067,7.86202695203899 49.9977595093199,7.86223916463325 49.9887672208665,7.84829181313713 49.9886295976372))","POLYGON ((3417484.05530576 5539777.85374543,3417484.04931596 5540778.24560152,3418484.44686039 5540778.24832432,3418484.45277911 5539777.85637969,3417484.05530576 5539777.85374543))","POLYGON ((417441.934709284 5538002.05254127,417441.934709284 5539002.05254127,418441.934709284 5539002.05254127,418441.934709284 5538002.05254127,417441.934709284 5538002.05254127))"
"25","DEBKGGND00002DW4","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Wohldenberg","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",10.1533333333333,52.0583333333333,35791738134734600,57700115193337104,5790694378031250,57681424425687696,"POLYGON ((10.1458767042881 52.0538072684746,10.1461067572469 52.0627963374389,10.1606907219844 52.0626536018981,10.1604577432421 52.0536645788162,10.1458767042881 52.0538072684746))","POLYGON ((3578673.62150631 5769511.3127966,3578673.60746586 5770511.711727,3579674.00545549 5770511.7257829,3579674.01946932 5769511.32681016,3578673.62150631 5769511.3127966))","POLYGON ((578569.437803125 5767642.44256877,578569.437803125 5768642.44256877,579569.437803125 5768642.44256877,579569.437803125 5767642.44256877,578569.437803125 5767642.44256877))"
"26","DEBKGGND00002DWB","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Anebos","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",7.98166666666667,49.1927777777778,34258569672662400,54511247014576800,4258111364970340,54493839520410800,"POLYGON ((7.97498300019937 49.1882076631223,7.9747971421988 49.1972015363534,7.98852119713192 49.197322551266,7.98870456815298 49.1883286398907,7.97498300019937 49.1882076631223))","POLYGON ((3425356.76954926 5450624.50163403,3425356.76778269 5451624.89813282,3426357.16500256 5451624.90113886,3426357.16672627 5450624.50469894,3425356.76954926 5450624.50163403))","POLYGON ((425311.136497034 5448883.95204108,425311.136497034 5449883.95204108,426311.136497034 5449883.95204108,426311.136497034 5448883.95204108,425311.136497034 5448883.95204108))"
"27","DEBKGGND00002DWI","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Maus","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",7.69638888888889,50.1725,34069455331400896,55604024361614000,4069076719870520,55586185565693296,"POLYGON ((7.68947851869618 50.167879024378,7.68923253326941 50.1768704538074,7.70323378208046 50.1770276195893,7.70347714176424 50.1680361403506,7.68947851869618 50.167879024378))","POLYGON ((3406445.33695357 5559902.23645625,3406445.33416979 5560902.62985683,3407445.72930859 5560902.63592001,3407445.73212304 5559902.24218871,3406445.33695357 5559902.23645625))","POLYGON ((406407.671987052 5558118.55656933,406407.671987052 5559118.55656933,407407.671987052 5559118.55656933,407407.671987052 5558118.55656933,406407.671987052 5558118.55656933))"
"28","DEBKGGND00002DX6","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Rheinfels","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",7.70333333333333,50.1522222222222,34074004765635300,55581523449325296,4073624293928780,55563693482444096,"POLYGON ((7.69639461512608 50.1477269797838,7.69615010225433 50.1567184653714,7.71014550320624 50.1568747524379,7.71038739328293 50.1478832173257,7.69639461512608 50.1477269797838))","POLYGON ((3406900.28034524 5557652.14549655,3406900.27755546 5558652.53908346,3407900.67276387 5558652.54442182,3407900.67558436 5557652.15050445,3406900.28034524 5557652.14549655))","POLYGON ((406862.429392878 5555869.34824441,406862.429392878 5556869.34824441,407862.429392878 5556869.34824441,407862.429392878 5555869.34824441,406862.429392878 5555869.34824441))"
"29","DEBKGGND00002DXA","01.12.2016","AX_Gebaeude","Burg, Festung","Haus Laer","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",7.27194444444444,51.4625,33799754701976200,57045269045513600,3799491310519670,57026864252397800,"POLYGON ((7.26480984900662 51.458002204359,7.26446887316884 51.4669898618604,7.27885853012931 51.4672020061888,7.27919668227957 51.4582142808482,7.26480984900662 51.458002204359))","POLYGON ((3379475.27602611 5704026.70409946,3379475.26959006 5705027.0955339,3380475.66432 5705027.10488752,3380475.67084782 5704026.71346435,3379475.27602611 5704026.70409946))","POLYGON ((379449.131051967 5702186.42523978,379449.131051967 5703186.42523978,380449.131051967 5703186.42523978,380449.131051967 5702186.42523978,379449.131051967 5702186.42523978))"
"30","DEBKGGND00002DXJ","01.12.2016","AX_Gebaeude","Burg, Festung","Burgruine Falkenstein","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",8.47638888888889,50.1902777777778,34626785675542496,55617169607941400,4626186340789120,55599322180224200,"POLYGON ((8.46937584360405 50.185875087195,8.46927617445683 50.1948684580584,8.48328571731644 50.1949316119094,8.4833827557814 50.1859382210246,8.46937584360405 50.185875087195))","POLYGON ((3462178.37211753 5561216.75852075,3462178.36506775 5562217.15608283,3463178.76299444 5562217.16296706,3463178.77003518 5561216.76538232,3462178.37211753 5561216.75852075))","POLYGON ((462118.634078912 5559432.21802242,462118.634078912 5560432.21802242,463118.634078912 5560432.21802242,463118.634078912 5559432.21802242,462118.634078912 5559432.21802242))"
"31","DEBKGGND00002DXO","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Seeburg","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",11.6991666666667,51.4911111111111,36875163761090304,57097504922218496,6873679417611280,57079048817055296,"POLYGON ((11.6915759482679 51.4868735363543,11.6921052928368 51.4958553457384,11.7064945117105 51.4955239627663,11.705962346209 51.4865422593061,11.6915759482679 51.4868735363543))","POLYGON ((3687016.18066679 5709250.28409412,3687016.16771389 5710250.68829315,3688016.57156501 5710250.7001921,3688016.58450044 5709250.2960795,3687016.18066679 5709250.28409412))","POLYGON ((686867.941761128 5707404.88170554,686867.941761128 5708404.88170554,687867.941761128 5708404.88170554,687867.941761128 5707404.88170554,686867.941761128 5707404.88170554))"
"32","DEBKGGND00002DY7","01.12.2016","AX_Gebaeude","Burg, Festung","Burg Daun","deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nein","Nein",NA,NA,NA,NA,NA,"DE",6.83138888888889,50.1975,33452467863124896,55646404176004200,3452332387891640,55628551244721808,"POLYGON ((6.82468497752361 50.1930061890179,6.82427636869077 50.201993445203,6.83827856388895 50.2022549340736,6.83868454806622 50.1932675950418,6.82468497752361 50.1930061890179))","POLYGON ((3344746.59245708 5564140.21888287,3344746.58816396 5565140.61040359,3345746.98115984 5565140.61512606,3345746.98548904 5564140.22361023,3344746.59245708 5564140.21888287))","POLYGON ((344733.238789165 5562355.12447219,344733.238789165 5563355.12447219,345733.238789165 5563355.12447219,345733.238789165 5562355.12447219,344733.238789165 5562355.12447219))"
